gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4875478842	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389550581/original.jpeg	https://www.inaturalist.org/photos/389550581					2024-06-02T17:37:08Z	danielfnogueira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	danielfnogueira
4875321152	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/390358711/original.jpeg	https://www.inaturalist.org/photos/390358711					2024-06-02T20:51:39Z	Felipe Andreucci		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Felipe Andreucci
4875321152	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/390358757/original.jpeg	https://www.inaturalist.org/photos/390358757					2024-06-02T20:51:21Z	Felipe Andreucci		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Felipe Andreucci
4875192947	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389135769/original.jpeg	https://www.inaturalist.org/photos/389135769					2024-06-01T23:37:48Z	marcio-bittencourt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	marcio-bittencourt
4875192947	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389138951/original.jpeg	https://www.inaturalist.org/photos/389138951					2024-06-01T23:37:17Z	marcio-bittencourt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	marcio-bittencourt
4875192947	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389138961/original.jpeg	https://www.inaturalist.org/photos/389138961					2024-06-01T23:37:54Z	marcio-bittencourt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	marcio-bittencourt
4875192947	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389138949/original.jpeg	https://www.inaturalist.org/photos/389138949					2024-05-31T22:40:13Z	marcio-bittencourt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	marcio-bittencourt
4875192947	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389138948/original.jpeg	https://www.inaturalist.org/photos/389138948					2024-05-31T22:38:06Z	marcio-bittencourt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	marcio-bittencourt
4875192947	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389138954/original.jpeg	https://www.inaturalist.org/photos/389138954					2024-06-01T23:37:45Z	marcio-bittencourt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	marcio-bittencourt
4875176389	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389459985/original.jpg	https://www.inaturalist.org/photos/389459985					2024-06-02T13:04:09Z	Ana Luísa Cazetta		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Luísa Cazetta
4875176389	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389459882/original.jpg	https://www.inaturalist.org/photos/389459882					2024-06-02T13:04:09Z	Ana Luísa Cazetta		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Luísa Cazetta
4875105040	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389443778/original.jpg	https://www.inaturalist.org/photos/389443778					2024-03-13T14:13:09Z	Belén Retamozo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Belén Retamozo
4875086082	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/390382075/original.jpg	https://www.inaturalist.org/photos/390382075					2024-05-31T17:14:10Z	miguelfa0712		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	miguelfa0712
4872638345	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/368116886/original.jpg	https://www.inaturalist.org/photos/368116886					2023-12-28T13:41:59Z	sh_rodes		iNaturalist	http://creativecommons.org/licenses/by/4.0/	sh_rodes
4872638345	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/368116871/original.jpg	https://www.inaturalist.org/photos/368116871					2023-12-28T13:41:59Z	sh_rodes		iNaturalist	http://creativecommons.org/licenses/by/4.0/	sh_rodes
